"Results: (1,708)",<<  1  >>
A    B    C    D    E    F    G    H    I    J    K    L    M    N    O    P    Q    R    S    T    U    V    W    X    Y    Z
Pos,Box Art,Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update
344,Boxart Missing,One Piece Unlimited World: Red,All,Bandai Namco Games,Ganbarion,N/A,N/A,N/A,0.65m,N/A,N/A,N/A,N/A,N/A,08th Jul 14,23rd Nov 20
345,Boxart Missing,Assassin's Creed IV: Black Flag,PC,Ubisoft,Ubisoft Montreal,N/A,8.5,N/A,N/A,0.63m,0.24m,0.34m,N/A,0.05m,19th Nov 13,14th Mar 18
346,Boxart Missing,LEGO The Hobbit    Read the review,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,7.7,N/A,N/A,N/A,0.62m,0.14m,0.39m,N/A,0.10m,08th Apr 14,15th Mar 18
347,Boxart Missing,Oddworld: Stranger's Wrath HD,All,Electronic Arts,Oddworld Inhabitants,N/A,N/A,N/A,0.60m,N/A,N/A,N/A,N/A,N/A,25th Jan 05,01st Jan 21
348,Boxart Missing,Gravity Rush    Read the review,PSV,Sony Computer Entertainment,SCE Japan Studio,8.4,N/A,N/A,N/A,0.60m,0.21m,0.20m,0.09m,0.10m,12th Jun 12,20th Apr 18
349,Boxart Missing,Metal Gear Solid V: Ground Zeroes,PS3,Konami Digital Entertainment,Kojima Productions,N/A,8.5,N/A,N/A,0.59m,0.13m,0.13m,0.28m,0.05m,18th Mar 14,22nd Mar 18
350,Boxart Missing,Skylanders: SuperChargers,WiiU,Activision,Vicarious Visions,N/A,8.0,N/A,N/A,0.59m,0.32m,0.22m,N/A,0.05m,20th Sep 15,06th Apr 18
351,Boxart Missing,One Piece: Pirate Warriors 2,All,Bandai,Omega Force,N/A,N/A,N/A,0.59m,N/A,N/A,N/A,N/A,N/A,03rd Sep 13,22nd Nov 20
352,Boxart Missing,Starlink: Battle for Atlas,NS,Ubisoft,Ubisoft Toronto,N/A,7.5,6.0,N/A,0.57m,0.35m,0.17m,N/A,0.05m,16th Oct 18,22nd Mar 19
353,Boxart Missing,The Amazing Spider-Man 2 (2014),PS4,Activision,Beenox,N/A,N/A,N/A,N/A,0.56m,0.20m,0.26m,0.02m,0.09m,29th Apr 14,19th Mar 18
354,Boxart Missing,Metroid: Samus Returns,3DS,Nintendo,Mercury Steam,N/A,9.1,N/A,N/A,0.56m,0.30m,0.15m,0.07m,0.05m,15th Sep 17,21st Sep 18
355,Boxart Missing,Darksiders II,PC,THQ,Vigil Games,N/A,7.8,N/A,0.56m,N/A,N/A,N/A,N/A,N/A,14th Aug 12,14th Mar 18
356,Boxart Missing,Just Cause 4,PS4,Square Enix,Avalanche Studios,N/A,N/A,N/A,N/A,0.56m,0.18m,0.26m,0.03m,0.09m,04th Dec 18,19th Dec 18
357,Boxart Missing,Disney Infinity 2.0: Marvel Super Heroes,XOne,Disney Interactive Studios,Avalanche Software,N/A,N/A,N/A,N/A,0.55m,0.35m,0.15m,N/A,0.05m,23rd Sep 14,06th Feb 18
358,Boxart Missing,Skylanders: SuperChargers,X360,Activision,Vicarious Visions,N/A,N/A,N/A,N/A,0.55m,0.35m,0.15m,N/A,0.05m,20th Sep 15,06th Apr 18
359,Boxart Missing,Okami,All,Capcom,Clover Studio,N/A,N/A,N/A,0.55m,N/A,N/A,N/A,N/A,N/A,19th Sep 06,20th Jan 21
360,Boxart Missing,Murdered: Soul Suspect,PC,Square Enix,Airtight Games,N/A,N/A,N/A,0.51m,N/A,N/A,N/A,N/A,N/A,03rd Jun 14,06th Aug 18
361,Boxart Missing,Hitman 2,PS4,Warner Bros. Interactive Entertainment,IO Interactive,N/A,N/A,N/A,N/A,0.51m,0.19m,0.22m,0.02m,0.08m,13th Nov 18,22nd Nov 18
362,Boxart Missing,Blood Omen 2,All,Eidos Interactive,Crystal Dynamics,N/A,N/A,N/A,0.50m,N/A,N/A,N/A,N/A,N/A,21st Mar 02,12th Jan 21
363,Boxart Missing,Legacy of Kain: Defiance,All,Eidos Interactive,Crystal Dynamics,N/A,N/A,N/A,0.50m,N/A,N/A,N/A,N/A,N/A,11th Nov 03,12th Jan 21
364,Boxart Missing,Little Big Adventure,All,Electronic Arts,Adeline Software,N/A,N/A,N/A,0.50m,N/A,N/A,N/A,N/A,N/A,01st Oct 94,30th Mar 21
365,Boxart Missing,Soul Reaver 2,All,Eidos Interactive,Crystal Dynamics,N/A,N/A,N/A,0.50m,N/A,N/A,N/A,N/A,N/A,31st Oct 01,12th Jan 21
366,Boxart Missing,The Little Mermaid,All,Capcom,Capcom,N/A,N/A,N/A,0.50m,N/A,N/A,N/A,N/A,N/A,01st Aug 91,29th Sep 22
367,Boxart Missing,Time Commando,All,Activision,Adeline Software,N/A,N/A,N/A,0.50m,N/A,N/A,N/A,N/A,N/A,31st Jul 96,30th Mar 21
368,Boxart Missing,Wizard of Legend,All,Humble Bundle,Contingent99,N/A,N/A,N/A,0.50m,N/A,N/A,N/A,N/A,N/A,15th May 18,09th Feb 21
369,Boxart Missing,Yakuza 0,All,Sega,Sega,N/A,N/A,N/A,0.50m,N/A,N/A,N/A,N/A,N/A,24th Jan 17,15th Dec 20
370,Boxart Missing,Lego Star Wars: The Force Awakens,XOne,Warner Bros. Interactive Entertainment,TT Fusion,N/A,N/A,N/A,N/A,0.50m,0.24m,0.22m,N/A,0.04m,28th Jun 16,31st Mar 18
371,Boxart Missing,Watch Dogs,PC,Ubisoft,Ubisoft Montreal,N/A,N/A,N/A,N/A,0.49m,0.19m,0.27m,N/A,0.04m,27th May 14,15th Mar 18
372,Boxart Missing,Batman: Arkham Origins Blackgate    Read the review,PSV,Warner Bros. Interactive Entertainment,Armature Studio,7.6,N/A,N/A,N/A,0.48m,0.16m,0.21m,N/A,0.11m,25th Oct 13,10th Dec 18
373,Boxart Missing,LEGO The Hobbit,PS3,Warner Bros. Interactive Entertainment,Traveller's Tales,N/A,N/A,N/A,N/A,0.47m,0.12m,0.28m,N/A,0.07m,08th Apr 14,15th Mar 18
374,Boxart Missing,Despicable Me: The Game,All,D3 Publisher,D3Publisher,N/A,N/A,N/A,0.47m,N/A,N/A,N/A,N/A,N/A,06th Jul 10,19th Nov 20
375,Boxart Missing,State of Decay 2    Read the review,XOne,Microsoft Studios,Undead Labs,6.0,7.0,N/A,N/A,0.46m,0.27m,0.14m,N/A,0.04m,22nd May 18,25th Sep 18
376,Boxart Missing,LEGO DC Super-Villains,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,N/A,N/A,N/A,N/A,0.46m,0.22m,0.17m,N/A,0.08m,16th Oct 18,04th Jun 18
377,Boxart Missing,LEGO The Hobbit,X360,Warner Bros. Interactive Entertainment,Traveller's Tales,N/A,N/A,N/A,N/A,0.46m,0.20m,0.22m,N/A,0.04m,08th Apr 14,15th Mar 18
378,Boxart Missing,Skylanders: SuperChargers,PS4,Activision,Vicarious Visions,N/A,N/A,N/A,N/A,0.45m,0.29m,0.09m,N/A,0.08m,20th Sep 15,06th Apr 18
379,Boxart Missing,CastleMiner Z,PC,Unknown,Digital DNA Games,N/A,N/A,N/A,0.45m,N/A,N/A,N/A,N/A,N/A,N/A,10th Feb 19
380,Boxart Missing,Terraria    Read the review,PS3,505 Games,Engine Software,8.8,N/A,N/A,N/A,0.45m,0.09m,0.21m,0.09m,0.06m,30th Jul 13,19th Mar 18
381,Boxart Missing,Yakuza: Like a Dragon    Read the review,PS4,Sega,Sega,8.5,N/A,N/A,0.45m,N/A,N/A,N/A,N/A,N/A,13th Nov 20,05th Nov 19
382,Boxart Missing,LEGO DC Super-Villains,NS,Warner Bros. Interactive Entertainment,Traveller's Tales,N/A,7.8,N/A,N/A,0.44m,0.28m,0.12m,N/A,0.04m,16th Oct 18,04th Jun 18
383,Boxart Missing,Skylanders: SuperChargers,PS3,Activision,Vicarious Visions,N/A,N/A,N/A,N/A,0.43m,0.20m,0.16m,N/A,0.07m,20th Sep 15,06th Apr 18
384,Boxart Missing,DLC Quest,PC,Unknown,Going Loud Studios,N/A,N/A,N/A,0.43m,N/A,N/A,N/A,N/A,N/A,N/A,10th Feb 19
385,Boxart Missing,Hellblade: Senua's Sacrifice,PC,Ninja Theory,Ninja Theory,N/A,N/A,N/A,0.42m,N/A,N/A,N/A,N/A,N/A,08th Aug 17,11th Apr 19
386,Boxart Missing,Resident Evil HD Remaster,PC,Unknown,Capcom,N/A,N/A,N/A,0.42m,N/A,N/A,N/A,N/A,N/A,N/A,10th Feb 19
387,Boxart Missing,LEGO The Lord of the Rings,3DS,Warner Bros. Interactive Entertainment,TT Fusion,N/A,N/A,N/A,N/A,0.41m,0.21m,0.17m,N/A,0.03m,30th Oct 12,17th Jan 18
388,Boxart Missing,LEGO Harry Potter: Years 5-7,3DS,Warner Bros. Interactive,TT Fusion,N/A,N/A,N/A,N/A,0.41m,0.18m,0.19m,N/A,0.03m,11th Nov 11,17th Jan 18
389,Boxart Missing,Skylanders: SuperChargers,XOne,Activision,Vicarious Visions,N/A,N/A,N/A,N/A,0.40m,0.31m,0.05m,N/A,0.04m,20th Sep 15,06th Apr 18
390,Boxart Missing,LEGO The Hobbit,PC,Warner Bros. Interactive Entertainment,Traveller's Tales,N/A,N/A,N/A,0.40m,N/A,N/A,N/A,N/A,N/A,08th Apr 14,15th Mar 18
391,Boxart Missing,Trine 3: The Artifacts of Power,PC,Frozenbyte,Frozenbyte,N/A,N/A,N/A,0.39m,N/A,N/A,N/A,N/A,N/A,20th Aug 15,27th Oct 18
392,Boxart Missing,One Piece Unlimited World: Red    Read the review,3DS,Namco Bandai Games,Ganbarion,7.0,N/A,N/A,N/A,0.39m,0.05m,0.05m,0.28m,0.01m,08th Jul 14,19th Oct 18
393,Boxart Missing,Ryu ga Gotoku Ishin!,All,Sega,Sega,N/A,N/A,N/A,0.39m,N/A,N/A,N/A,N/A,N/A,22nd Feb 14,16th Nov 20
394,Boxart Missing,Metal Gear Solid: Snake Eater 3D,3DS,Konami Digital Entertainment,Konami Computer Entertainment Japan,N/A,7.9,N/A,N/A,0.39m,0.15m,0.12m,0.10m,0.02m,21st Feb 12,05th Aug 18
395,Boxart Missing,Castlevania: Lords of Shadow - Ultimate Edition,PC,Unknown,Mercury Steam,N/A,N/A,N/A,0.38m,N/A,N/A,N/A,N/A,N/A,N/A,10th Feb 19
396,Boxart Missing,LEGO Batman 2: DC Super Heroes,PSV,Warner Bros. Interactive Entertainment,TT Fusion,N/A,N/A,N/A,N/A,0.37m,0.16m,0.13m,N/A,0.08m,26th Jun 12,15th Mar 18
397,Boxart Missing,Resident Evil: Origins Collection,PS4,Capcom,Capcom,N/A,N/A,N/A,N/A,0.37m,0.07m,0.18m,0.07m,0.05m,19th Jan 16,04th Sep 18
398,Boxart Missing,Streets of Rogue,PC,Unknown,Matt Dabrowski,N/A,N/A,N/A,0.37m,N/A,N/A,N/A,N/A,N/A,N/A,10th Feb 19
399,Boxart Missing,No Time To Explain Remastered,PC,Unknown,TinyBuild Games,N/A,N/A,N/A,0.36m,N/A,N/A,N/A,N/A,N/A,N/A,11th Feb 19
400,Boxart Missing,Organ Trail,PC,Unknown,The Men Who Wear Many Hats LLC,N/A,N/A,N/A,0.36m,N/A,N/A,N/A,N/A,N/A,N/A,11th Feb 19
401,Boxart Missing,Assassin's Creed III,WiiU,Ubisoft,Ubisoft Montreal,N/A,7.7,N/A,N/A,0.36m,0.19m,0.14m,N/A,0.03m,18th Nov 12,08th Sep 20
402,Boxart Missing,Disney Infinity,3DS,Disney Interactive Studios,Altron,N/A,N/A,N/A,N/A,0.35m,0.22m,0.11m,N/A,0.03m,18th Aug 13,21st Jan 18
403,Boxart Missing,Dead to Rights: Retribution,All,Namco,Volatile Games,N/A,N/A,N/A,0.35m,N/A,N/A,N/A,N/A,N/A,27th Apr 10,18th Nov 20
404,Boxart Missing,Gravity Rush 2,PS4,Sony Interactive Entertainment,SIE Japan Studio,N/A,N/A,N/A,N/A,0.35m,0.13m,0.05m,0.13m,0.04m,20th Jan 17,09th Feb 18
405,Boxart Missing,Lego Star Wars: The Force Awakens,PS3,Warner Bros. Interactive Entertainment,TT Fusion,N/A,N/A,N/A,N/A,0.35m,0.07m,0.22m,N/A,0.05m,28th Jun 16,31st Mar 18
406,Boxart Missing,Lego Legends of Chima: Laval's Journey,3DS,Warner Bros. Interactive Entertainment,TT Fusion,N/A,N/A,N/A,N/A,0.34m,0.20m,0.11m,N/A,0.03m,25th Jun 13,22nd Jan 18
407,Boxart Missing,Fatal Frame: Maiden of Black Water,All,Koei Tecmo,Koei Tecmo Games,N/A,N/A,N/A,0.34m,N/A,N/A,N/A,N/A,N/A,28th Oct 21,28th Feb 22
408,Boxart Missing,Damned,PC,Unknown,9heads Game Studios,N/A,N/A,N/A,0.34m,N/A,N/A,N/A,N/A,N/A,N/A,13th Feb 19
409,Boxart Missing,The LEGO Movie Videogame,PC,Warner Bros. Interactive Entertainment,TT Fusion,N/A,N/A,N/A,0.34m,N/A,N/A,N/A,N/A,N/A,07th Feb 14,20th Mar 18
410,Boxart Missing,Dead Realm,PC,Unknown,"Section Studios, Inc.",N/A,N/A,N/A,0.33m,N/A,N/A,N/A,N/A,N/A,N/A,13th Feb 19
411,Boxart Missing,Murdered: Soul Suspect    Read the review,PS4,Square Enix,Airtight Games,6.0,N/A,N/A,N/A,0.33m,0.09m,0.17m,0.02m,0.05m,03rd Jun 14,06th Aug 18
412,Boxart Missing,Invasion: Brain Craving,PC,Unknown,New Reality Games,N/A,N/A,N/A,0.32m,N/A,N/A,N/A,N/A,N/A,N/A,13th Feb 19
413,Boxart Missing,The Hat Man: Shadow Ward,PC,Unknown,Game Mechanics LLC,N/A,N/A,N/A,0.32m,N/A,N/A,N/A,N/A,N/A,N/A,13th Feb 19
414,Boxart Missing,Blood Omen: Legacy of Kain,All,Crystal Dynamics,Silicon Knights,N/A,N/A,N/A,0.32m,N/A,N/A,N/A,N/A,N/A,01st Nov 96,11th Jan 21
415,Boxart Missing,Fantastic Four,All,Activision,7 Studios,N/A,N/A,N/A,0.32m,N/A,N/A,N/A,N/A,N/A,27th Jun 05,29th Sep 22
416,Boxart Missing,Batman: Arkham Origins,WiiU,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,0.32m,0.19m,0.10m,0.00m,0.03m,25th Oct 13,13th Apr 18
417,Boxart Missing,Sonic Boom: Rise of Lyric    Read the review,WiiU,Sega,Big Red Button,5.3,3.7,N/A,N/A,0.31m,0.19m,0.09m,N/A,0.03m,11th Nov 14,22nd Mar 18
418,Boxart Missing,The LEGO Movie Videogame    Read the review,PSV,Warner Bros. Interactive Entertainment,TT Fusion,7.0,N/A,N/A,N/A,0.31m,0.04m,0.20m,N/A,0.07m,07th Feb 14,20th Mar 18
419,Boxart Missing,LEGO Ninjago: Shadow of Ronin,3DS,Warner Bros. Interactive Entertainment,TT Fusion,N/A,N/A,N/A,N/A,0.31m,0.05m,0.19m,0.05m,0.02m,24th Mar 15,26th Jan 18
420,Boxart Missing,Agony,All,PlayWay,Madmind Studio,N/A,N/A,N/A,0.31m,N/A,N/A,N/A,N/A,N/A,29th May 18,24th Jan 21
421,Boxart Missing,Agony,Series,PlayWay,Madmind Studio,N/A,N/A,N/A,0.31m,N/A,N/A,N/A,N/A,N/A,29th May 18,18th Mar 20
422,Boxart Missing,Sorcery,PS3,Sony Computer Entertainment,The Workshop,N/A,N/A,N/A,N/A,0.30m,0.14m,0.11m,N/A,0.05m,22nd May 12,14th Sep 18
423,Boxart Missing,Agents of Mayhem,All,Deep Silver,Volition,N/A,N/A,N/A,0.30m,N/A,N/A,N/A,N/A,N/A,15th Aug 17,14th Feb 21
424,Boxart Missing,Little Big Adventure 2,PC,Unknown,Adeline Software,N/A,N/A,N/A,0.30m,N/A,N/A,N/A,N/A,N/A,N/A,30th Mar 21
425,Boxart Missing,Terraria,X360,505 Games,Engine Software,N/A,7.8,N/A,0.30m,N/A,N/A,N/A,N/A,N/A,27th Mar 13,19th Mar 18
426,Boxart Missing,LEGO DC Super-Villains    Read the review,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,7.0,N/A,N/A,N/A,0.30m,0.20m,0.07m,N/A,0.03m,16th Oct 18,04th Jun 18
427,Boxart Missing,Lego Star Wars: The Force Awakens,WiiU,Warner Bros. Interactive Entertainment,TT Fusion,N/A,N/A,N/A,N/A,0.29m,0.12m,0.13m,0.02m,0.02m,28th Jun 16,31st Mar 18
428,Boxart Missing,Assassin's Creed IV: Black Flag,WiiU,Ubisoft,Ubisoft Montreal,N/A,8.5,N/A,N/A,0.29m,0.17m,0.10m,N/A,0.03m,29th Oct 13,14th Mar 18
429,Boxart Missing,BATTLETECH,PC,Unknown,Harebrained Schemes,N/A,N/A,N/A,0.29m,N/A,N/A,N/A,N/A,N/A,N/A,15th Feb 19
430,Boxart Missing,Outrage,PC,Unknown,Astronomic Games,N/A,N/A,N/A,0.29m,N/A,N/A,N/A,N/A,N/A,N/A,15th Feb 19
431,Boxart Missing,Dead to Rights II,All,Namco,WideScreen Games,N/A,N/A,N/A,0.29m,N/A,N/A,N/A,N/A,N/A,12th Apr 05,21st Nov 20
432,Boxart Missing,One Piece Unlimited World: Red,PS3,Namco Bandai Games,Ganbarion,N/A,N/A,N/A,N/A,0.29m,0.09m,0.10m,0.06m,0.04m,08th Jul 14,19th Oct 18
433,Boxart Missing,Just Cause 4,XOne,Square Enix,Avalanche Studios,N/A,N/A,N/A,N/A,0.29m,0.17m,0.09m,N/A,0.03m,04th Dec 18,19th Dec 18
434,Boxart Missing,How to Train Your Dragon 2,3DS,Little Orbit,Torus Games,N/A,N/A,N/A,N/A,0.28m,0.04m,0.22m,N/A,0.02m,10th Jun 14,03rd Feb 18
435,Boxart Missing,Half Dead,PC,Unknown,Room710Games,N/A,N/A,N/A,0.28m,N/A,N/A,N/A,N/A,N/A,N/A,15th Feb 19
436,Boxart Missing,Lego Star Wars: The Force Awakens,3DS,Warner Bros. Interactive Entertainment,TT Fusion,N/A,N/A,N/A,N/A,0.28m,0.05m,0.19m,0.02m,0.02m,28th Jun 16,31st Mar 18
437,Boxart Missing,Siren: Blood Curse,PS3,Sony Computer Entertainment,SCE Japan Studio,N/A,8.3,N/A,N/A,0.28m,N/A,0.17m,0.09m,0.01m,24th Jul 08,16th Sep 18
438,Boxart Missing,LEGO The Hobbit,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,N/A,N/A,N/A,N/A,0.27m,0.13m,0.13m,N/A,0.02m,08th Apr 14,15th Mar 18
439,Boxart Missing,Metal Gear Solid V: Ground Zeroes,XOne,Konami Digital Entertainment,Kojima Productions,N/A,7.7,N/A,N/A,0.27m,0.13m,0.13m,N/A,0.02m,18th Mar 14,22nd Mar 18
440,Boxart Missing,Family Guy: Back to the Multiverse,PS3,Activision,Heavy Iron Studios,N/A,N/A,N/A,N/A,0.27m,0.12m,0.11m,N/A,0.05m,20th Nov 12,19th Oct 18
441,Boxart Missing,Batman: Arkham Origins Blackgate,3DS,Warner Bros. Interactive Entertainment,Armature Studio,N/A,7.0,N/A,N/A,0.27m,0.16m,0.09m,N/A,0.02m,25th Oct 13,10th Dec 18
442,Boxart Missing,Robinson: The Journey,PS4,Sony Interactive Entertainment,Crytek,N/A,N/A,N/A,N/A,0.27m,0.14m,0.09m,N/A,0.05m,08th Nov 16,14th Sep 18
443,Boxart Missing,Shenmue I & II,PS4,Sega,Sega,N/A,N/A,N/A,N/A,0.27m,0.09m,0.10m,0.05m,0.04m,21st Aug 18,19th Dec 18
444,Boxart Missing,The Amazing Spider-Man 2 (2014),PS3,Activision,Beenox,N/A,N/A,N/A,N/A,0.27m,0.06m,0.14m,0.02m,0.04m,29th Apr 14,19th Mar 18
445,Boxart Missing,Camera Obscura,PC,Unknown,Anteater Games,N/A,N/A,N/A,0.26m,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 19
446,Boxart Missing,Take Thy Throne,PC,Unknown,Charyb Games,N/A,N/A,N/A,0.26m,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 19
447,Boxart Missing,Stealth Inc 2: A Game of Clones,PC,Unknown,Carbon,N/A,N/A,N/A,0.26m,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 19
448,Boxart Missing,Wizard of Legend,PC,Unknown,Contingent99,N/A,N/A,N/A,0.26m,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 19
449,Boxart Missing,Next Day: Survival,PC,Unknown,SOFF Games,N/A,N/A,N/A,0.26m,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 19
450,Boxart Missing,ReCore,XOne,Microsoft Studios,Armature Studio,N/A,N/A,N/A,N/A,0.26m,0.16m,0.06m,0.01m,0.02m,13th Sep 16,01st Oct 18
451,Boxart Missing,The Amazing Spider-Man 2 (2014),X360,Activision,Beenox,N/A,N/A,N/A,N/A,0.25m,0.12m,0.12m,N/A,0.02m,29th Apr 14,19th Mar 18
452,Boxart Missing,LEGO The Hobbit,3DS,Warner Bros. Interactive Entertainment,TT Fusion,N/A,7.0,N/A,N/A,0.25m,0.10m,0.13m,N/A,0.02m,08th Apr 14,15th Mar 18
453,Boxart Missing,Spirit Camera: The Cursed Memoir    Read the review,3DS,Nintendo,Tecmo Koei Games,6.4,5.7,N/A,N/A,0.25m,0.15m,0.02m,0.06m,0.02m,13th Apr 12,30th Aug 18
454,Boxart Missing,Star Trek: The Game,PS3,Namco Bandai Games,Digital Extremes,N/A,N/A,N/A,N/A,0.25m,0.10m,0.11m,N/A,0.04m,23rd Apr 13,29th Oct 18
455,Boxart Missing,Black Panther: Yakuza New Chapter,PSP,Sega,Amusement Vision,N/A,N/A,N/A,0.25m,N/A,N/A,N/A,N/A,N/A,22nd Sep 10,26th Aug 18
456,Boxart Missing,Clash of the Titans,All,Namco Bandai Games,Game Republic,N/A,N/A,N/A,0.25m,N/A,N/A,N/A,N/A,N/A,27th Jul 10,18th Nov 20
457,Boxart Missing,Hollow Knight,NS,Team Cherry,Team Cherry,N/A,N/A,10.0,0.25m,N/A,N/A,N/A,N/A,N/A,12th Jun 18,01st Dec 18
458,Boxart Missing,Kamiko,NS,Flyhigh Works,Skipmore,N/A,N/A,N/A,0.25m,N/A,N/A,N/A,N/A,N/A,27th Apr 17,16th Jan 18
459,Boxart Missing,Family Guy: Back to the Multiverse,X360,Activision,Heavy Iron Studios,N/A,N/A,N/A,N/A,0.25m,0.14m,0.09m,N/A,0.02m,20th Nov 12,19th Oct 18
460,Boxart Missing,Lego Star Wars: The Force Awakens,PC,Warner Bros. Interactive Entertainment,TT Fusion,N/A,N/A,N/A,0.25m,N/A,N/A,N/A,N/A,N/A,28th Jun 16,31st Mar 18
461,Boxart Missing,Far Cry: Primal,PC,Ubisoft,Ubisoft Montreal,N/A,8.0,N/A,N/A,0.25m,0.07m,0.16m,N/A,0.02m,01st Mar 16,03rd Apr 18
462,Boxart Missing,Lego Star Wars: The Force Awakens,X360,Warner Bros. Interactive Entertainment,TT Fusion,N/A,N/A,N/A,N/A,0.24m,0.08m,0.14m,N/A,0.02m,28th Jun 16,31st Mar 18
463,Boxart Missing,Darksiders II: Deathinitive Edition,PS4,Nordic Games,Gunfire Games,N/A,7.5,N/A,N/A,0.24m,0.10m,0.10m,N/A,0.04m,30th Oct 15,02nd Oct 18
464,Boxart Missing,Skylanders: SuperChargers Racing,Wii,Activision,Beenox,N/A,N/A,N/A,N/A,0.23m,0.07m,0.15m,N/A,0.02m,20th Sep 15,06th Apr 18
465,Boxart Missing,Shadows 2: Perfidia,PC,Unknown,MrCiastku,N/A,N/A,N/A,0.23m,N/A,N/A,N/A,N/A,N/A,N/A,20th Feb 19
466,Boxart Missing,LEGO The Hobbit,WiiU,Warner Bros. Interactive Entertainment,Traveller's Tales,N/A,N/A,N/A,N/A,0.23m,0.09m,0.11m,N/A,0.02m,08th Apr 14,15th Mar 18
467,Boxart Missing,No Man's Sky,XOne,505 Games,Hello Games,N/A,N/A,N/A,N/A,0.23m,0.17m,0.04m,N/A,0.02m,24th Jul 18,04th Apr 18
468,Boxart Missing,The Amazing Spider-Man 2 (2014),XOne,Activision,Beenox,N/A,N/A,N/A,N/A,0.22m,0.12m,0.08m,N/A,0.02m,29th Apr 14,19th Mar 18
469,Boxart Missing,Hitman 2,XOne,Warner Bros. Interactive Entertainment,IO Interactive,N/A,N/A,N/A,N/A,0.22m,0.14m,0.06m,N/A,0.02m,13th Nov 18,22nd Nov 18
470,Boxart Missing,The Wild Eight,PC,Unknown,HypeTrain Digital,N/A,N/A,N/A,0.22m,N/A,N/A,N/A,N/A,N/A,N/A,23rd Feb 19
471,Boxart Missing,Judgment     Read the review,PS4,Sega,Sega,7.0,N/A,N/A,N/A,0.22m,N/A,N/A,0.22m,N/A,25th Jun 19,05th Apr 19
472,Boxart Missing,Betrayer,PC,Unknown,Blackpowder Games,N/A,N/A,N/A,0.22m,N/A,N/A,N/A,N/A,N/A,N/A,23rd Feb 19
473,Boxart Missing,Road Redemption,PC,Unknown,Pixel Dash Studios,N/A,N/A,N/A,0.21m,N/A,N/A,N/A,N/A,N/A,N/A,23rd Feb 19
474,Boxart Missing,Star Trek: The Game,X360,Namco Bandai Games,Digital Extremes,N/A,N/A,N/A,N/A,0.21m,0.12m,0.08m,N/A,0.02m,23rd Apr 13,29th Oct 18
475,Boxart Missing,Tom Clancy's Splinter Cell: Blacklist,PC,Ubisoft,Ubisoft Toronto,N/A,8.9,N/A,N/A,0.21m,0.06m,0.14m,N/A,0.02m,20th Aug 13,08th Mar 18
476,Boxart Missing,Conan Exiles,PS4,Maximum Games,Funcom Oslo A/S,N/A,N/A,N/A,N/A,0.21m,0.05m,0.05m,0.09m,0.02m,08th May 18,26th Sep 18
477,Boxart Missing,The Amazing Spider-Man (2012)    Read the review,3DS,Activision,Beenox,6.0,7.0,N/A,N/A,0.21m,0.16m,0.03m,N/A,0.02m,26th Jun 12,15th Mar 18
478,Boxart Missing,State of Decay: Year One Survival Edition,XOne,Microsoft Studios,Undead Labs,N/A,N/A,N/A,N/A,0.21m,0.14m,0.05m,N/A,0.02m,28th Apr 15,25th Sep 18
479,Boxart Missing,Castlevania: Lords of Shadow 2,PS3,Konami Digital Entertainment,Mercury Steam,N/A,N/A,N/A,N/A,0.20m,0.03m,0.13m,0.02m,0.03m,25th Feb 14,02nd Nov 18
480,Boxart Missing,Code of Princess    Read the review,3DS,Atlus,Studio Saizensen,8.2,7.2,N/A,N/A,0.20m,0.16m,N/A,0.03m,0.02m,09th Oct 12,05th Jan 19
481,Boxart Missing,The Amazing Spider-Man (2012),DS,Activision,Other Ocean Interactive,N/A,N/A,N/A,N/A,0.20m,0.15m,0.03m,N/A,0.02m,26th Jun 12,15th Mar 18
482,Boxart Missing,Resident Evil Zero,PC,Capcom,Capcom,N/A,N/A,N/A,0.20m,N/A,N/A,N/A,N/A,N/A,19th Jan 16,04th Sep 18
483,Boxart Missing,Sleeping Dogs: Definitive Edition,XOne,Square Enix,United Front Games,N/A,7.5,N/A,N/A,0.20m,0.10m,0.09m,N/A,0.02m,14th Oct 14,01st May 18
484,Boxart Missing,Skylanders: SuperChargers Racing,3DS,Activision,Beenox,N/A,N/A,N/A,N/A,0.20m,0.11m,0.07m,N/A,0.02m,20th Sep 15,06th Apr 18
485,Boxart Missing,How to Train Your Dragon 2,Wii,Little Orbit,Torus Games,N/A,N/A,N/A,N/A,0.19m,0.04m,0.14m,N/A,0.01m,10th Jun 14,17th Mar 18
